wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,cc,max_cc,sum_locp,max_locp,sum_locm,max_locm,max_set,avg_set,no_rev,sum_chrn,max_chrn,age,countofdeveloper,ref,bug
58,0,0,27,150,1043,8,21,40,0.897368421,1757,0.75,0,0,0.101086048,0,0,28.94827586,1.189655172,6,20,15,44,37,49,14.5,4,64,52,14.85,2,1,TRUE
11,0,0,13,13,33,7,7,11,0.88,61,0.8,2,0,0.242424242,0,0,4.090909091,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
25,1,0,15,62,0,3,13,17,0.520833333,754,1,1,0,0.191111111,0,0,29.08,2.44,10,297,167,260,138,5,2,7,557,305,21.28,1,0,TRUE
11,0,0,10,19,55,1,9,11,2,78,0,0,0,0.254545455,0,0,6.090909091,1,1,0,0,0,0,0,0,0,0,0,234.85,0,0,FALSE
21,0,0,22,89,2,3,21,19,0.35,447,0,1,0,0.157509158,0,0,20.23809524,1,1,83,38,19,9,21,10.6,5,102,41,21.85,1,0,TRUE
47,1,1,15,85,923,1,14,33,0.951086957,659,0.5,6,0,0.119922631,0,0,12.5106383,1.319148936,5,14,14,1,1,28,28,1,15,15,2.28,1,0,TRUE
18,1,0,3,19,105,3,0,18,0.882352941,110,1,0,0,0.240740741,0,0,4.666666667,1,1,0,0,0,0,0,0,0,0,0,185.14,0,0,FALSE
4,1,0,13,4,6,9,4,4,2,4,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,241.71,0,0,FALSE
7,0,0,8,46,15,1,7,3,1,404,0.5,0,0,0.428571429,0,0,56.42857143,1.142857143,2,0,0,0,0,0,0,0,0,0,111.71,0,0,FALSE
3,0,0,4,14,3,1,3,3,2,73,0,0,0,0.5,0,0,23.33333333,1,1,0,0,0,0,0,0,0,0,0,115.14,0,0,FALSE
3,1,0,1,23,3,1,1,3,2,245,0,0,0,0.333333333,0,0,80.66666667,3,7,0,0,0,0,0,0,0,0,0,167.28,0,0,FALSE
77,0,1,15,222,2926,2,13,56,1.011961722,7491,0.909090909,0,0,0.080213904,0,0,96.14285714,1.077922078,5,28,24,29,26,10,8,2,57,50,12.71,2,0,TRUE
27,1,0,29,107,255,1,28,14,0.682692308,1121,1,2,0,0.168269231,0,0,40.37037037,1.333333333,5,4,4,0,0,18,18,1,4,4,23,1,0,FALSE
3,1,0,4,8,0,4,0,3,0.4,116,0,0,0,0.666666667,0,0,36,5.333333333,6,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
3,1,0,16,3,3,13,3,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
12,0,0,8,47,66,1,7,10,1.045454545,2269,0.5,0,0,0.388888889,0,0,187.9166667,1.083333333,2,0,0,0,0,0,0,0,0,0,178.14,0,0,FALSE
3,1,0,2,9,1,1,1,1,0.5,30,1,0,0,0.5,0,0,8.666666667,2,4,0,0,0,0,0,0,0,0,0,179.85,0,0,FALSE
51,3,3,882,78,1247,879,3,44,0.7625,1006,0.625,0,0.308823529,0.230392157,1,2,18.56862745,1.784313725,18,0,0,0,0,0,0,0,0,0,249.28,0,0,FALSE
3,2,0,5,9,0,2,3,1,0.5,53,0,1,0.96969697,0.555555556,0,0,15.66666667,1.333333333,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,5,25,10,1,4,3,1,129,0,0,0,0.4,0,0,24.6,1.2,2,0,0,0,0,0,0,0,0,0,144,0,0,FALSE
6,1,0,16,6,15,13,3,6,2,6,0,0,0,0.583333333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,2,8,0,1,1,4,0.25,25,0,0,0,0.6,0,0,3.8,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
61,0,1,13,94,1824,1,12,59,2,506,0,0,0,0.124441133,0,0,7.295081967,1,1,8,4,9,5,14,8,2,17,9,11.85,1,0,TRUE
1,1,0,46,1,0,45,1,1,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
28,1,0,5,50,274,1,5,22,0.807407407,346,1,3,0,0.25,0,0,11,1.285714286,3,0,0,0,0,0,0,0,0,0,117,0,0,FALSE
5,0,0,3,15,10,1,3,1,2,64,0,0,0,0.6,0,0,11.8,1.6,3,0,0,0,0,0,0,0,0,0,246.85,0,0,FALSE
5,0,0,6,9,0,1,6,4,0.25,61,1,1,0,0.533333333,0,0,11,1.2,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,0,0,3,20,15,0,3,5,1,71,0,0,0,0.416666667,0,0,10.66666667,1.166666667,2,0,0,0,0,0,0,0,0,0,159.85,0,0,FALSE
4,0,3,7,8,6,3,4,2,2,27,0,0,0,0.5,0,0,5.75,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
59,0,0,12,126,1409,3,9,49,0.835543767,1097,0.692307692,0,0,0.090038314,0,0,17.37288136,1.593220339,6,4,4,5,5,49,49,1,9,9,14.85,1,1,FALSE
25,1,0,2,37,32,1,1,21,0.534313725,1020,0.705882353,0,0,0.306666667,0,0,39.12,1.64,7,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
12,1,1,4,27,52,2,2,8,0.895104895,220,0.076923077,0,0,0.309090909,0,0,16.25,1.25,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
17,0,21,34,42,94,24,10,7,0.9609375,224,0.25,1,0,0.169934641,0,0,11.70588235,1,1,0,0,0,0,0,0,0,0,0,241.71,0,0,FALSE
10,0,0,8,37,45,2,7,6,2,190,0,0,0,0.433333333,0,0,18,1,1,0,0,0,0,0,0,0,0,0,200.71,0,0,FALSE
186,0,2,53,355,16419,14,41,149,0.817806041,4589,0.911764706,7,0,0.087468983,0,0,23.48924731,1.086021505,7,160,45,109,23,28,8.2,10,269,47,22.28,4,0,TRUE
3,0,0,4,9,3,0,4,2,1,41,0,0,0,0.5,0,0,12.33333333,1.333333333,2,0,0,0,0,0,0,0,0,0,158.14,0,0,FALSE
51,0,0,9,172,1235,1,8,17,0.992972973,5395,0.986486486,1,0,0.15,0,0,103.3333333,1.019607843,2,359,167,12,5,6,3.75,4,371,168,12.71,3,0,TRUE
2,0,0,2,13,1,1,1,2,2,148,1,0,0,0.666666667,0,0,69,9,17,0,0,0,0,0,0,0,0,0,216.71,0,0,FALSE
7,1,0,4,15,7,4,1,3,0.583333333,139,0.75,0,0,0.4,1,1,18.28571429,1.714285714,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,1,1,6,18,24,2,5,7,0.75,155,1,0,0,0.388888889,0,0,16,1.222222222,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,0,0,2,4,1,0,2,2,2,14,0,0,0,1,0,0,6,2,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,34,5,10,29,6,5,1.25,16,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,3,1,4,5,0,4,0,0,0.5,185,1,0,0.947368421,0.666666667,0,0,90.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,1,0,5,10,0,2,3,4,0.5,90,0,2,0,0.4375,0,0,21,1.5,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,0,0,3,22,6,1,2,3,2,107,0,0,0,0.416666667,0,0,25.75,1,1,0,0,0,0,0,0,0,0,0,116.14,0,0,FALSE
10,0,0,30,55,43,1,29,3,1.066666667,590,1,0,0,0.333333333,0,0,56.5,1.4,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,0,0,7,14,15,1,7,3,2,43,0,0,0,0.270833333,0,0,6.166666667,1.166666667,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,1,0,3,41,20,2,2,6,0.714285714,263,0.166666667,3,0,0.275,0,0,31.125,1.875,4,0,0,0,0,0,0,0,0,0,163,0,0,FALSE
12,1,0,19,59,60,3,18,1,0.840909091,532,0.25,1,0,0.242424242,0,0,43,3.916666667,12,4,2,1,1,8,7.5,2,5,3,9.71,2,0,TRUE
9,2,0,5,25,6,1,5,8,0.375,221,1,1,0.65,0.285714286,1,2,23.33333333,1.666666667,7,0,0,0,0,0,0,0,0,0,215.71,0,0,FALSE
2,0,0,3,7,1,0,3,1,2,31,0,0,0,1,0,0,14.5,1.5,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,1,0,4,6,6,0,4,3,1,39,0,0,0,0.666666667,0,0,8.5,1.5,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,1,0,21,24,6,15,6,6,0.625,175,0,1,0,0.222222222,0,0,18.11111111,2.111111111,7,15,15,0,0,28,28,1,15,15,2.28,1,0,TRUE
3,0,0,6,8,3,1,6,2,2,36,0,0,0,0.466666667,0,0,11,2.333333333,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
25,0,1,4,54,296,1,3,20,0.604166667,368,1,0,0,0.392,0,0,13.64,1.04,2,0,0,0,0,0,0,0,0,0,149.14,0,0,FALSE
14,1,0,6,67,39,2,4,13,0.88034188,1073,0.111111111,2,0,0.326923077,0,0,73.71428571,2.214285714,8,0,0,1,1,1,1,1,1,1,17,1,0,TRUE
14,0,0,6,38,0,1,5,12,0.41025641,853,1,0,0,0.5,0,0,59.71428571,1,1,0,0,0,0,0,0,0,0,0,170.14,0,0,FALSE
14,1,1,17,26,77,1,16,13,1.013986014,207,1,1,0,0.207792208,0,0,13,1.142857143,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,0,0,8,10,24,6,2,9,0.78125,58,0,2,0,0.481481481,0,0,5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
51,0,0,57,228,393,15,46,37,0.878333333,2268,0.25,12,0,0.099071207,0,0,43,1.274509804,10,108,42,16,5,21,9.25,8,124,44,25.71,2,0,TRUE
3,1,0,3,28,0,3,0,3,0.571428571,191,1,0,0,0.555555556,0,0,60.33333333,2.333333333,4,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
3,1,0,2,29,3,0,2,2,2,115,0,0,0,0.333333333,0,0,37.33333333,1.333333333,2,0,0,0,0,8,8,1,0,0,1.71,1,0,TRUE
2,1,0,1,3,0,1,0,2,0,12,1,0,0,0.75,0,0,4.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,0,0,6,31,17,0,6,5,0.833333333,506,0.5,1,0,0.388888889,0,0,71,1.142857143,2,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
6,0,0,7,41,9,0,7,4,0.633333333,246,0.833333333,1,0,0.4,0,0,39,1,1,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
6,1,0,24,14,15,21,3,4,2,52,0,0,0,0.233333333,0,0,7.666666667,1.333333333,2,0,0,0,0,0,0,0,0,0,184.14,0,0,FALSE
6,3,0,4,11,9,3,1,6,2,58,0,0,0.80952381,0.5,0,0,8.666666667,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
28,0,0,19,71,0,3,16,23,0.666666667,1269,0.869565217,5,0,0.191964286,0,0,43.5,1.071428571,2,2,1,2,1,49,25,2,4,2,14.85,2,1,FALSE
24,0,0,9,63,168,1,8,8,0.794466403,1162,0.636363636,0,0,0.313043478,0,0,46.95833333,1.583333333,4,0,0,0,0,0,0,0,0,0,169,0,0,FALSE
90,1,0,69,90,4005,58,11,90,2,90,0,0,0,0.076094276,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
35,1,0,38,35,595,20,19,35,1.029411765,39,0,0,0,0.122222222,0,0,0,1,1,0,0,0,0,0,0,0,0,0,238.85,0,0,FALSE
9,1,0,12,25,0,1,12,5,0.517857143,283,0.857142857,4,0,0.271604938,0,0,29.66666667,1.111111111,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
1,0,0,2,2,0,1,1,1,2,5,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,3,17,10,1,3,1,2,85,0,0,0,0.6,0,0,16,1.6,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
16,0,2,11,63,110,5,6,8,0.970833333,441,0.4375,11,0,0.133333333,0,0,25.5625,1.0625,2,16,15,0,0,33,25,2,16,15,17.71,1,0,TRUE
24,1,0,4,33,276,2,2,24,1.043478261,586,0.333333333,0,0,0.202380952,0,0,23.04166667,1.75,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
16,1,0,10,65,56,6,4,10,0.896969697,1394,0.909090909,1,0,0.453333333,0,0,84.75,1.8125,7,10,10,1,1,3,3,1,11,11,8.85,1,0,TRUE
4,0,0,12,38,4,1,11,2,2,250,0,0,0,0.4375,0,0,61.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,17,37,0,2,15,3,0.5625,286,1,2,0,0.36,0,0,55.4,1,1,2,2,11,10,28,19.5,2,13,10,16.14,1,0,TRUE
2,1,0,1,3,0,1,0,1,0,62,0,0,0,1,0,0,26,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
8,0,0,5,17,28,0,5,7,2,62,0,0,0,0.35,0,0,6.75,1.75,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,2,3,1,1,1,2,2,5,0,0,0,1,0,0,1.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
13,1,0,15,41,0,10,9,9,0.416666667,294,1,2,0,0.273504274,0,0,21.30769231,1.076923077,2,0,0,0,0,0,0,0,0,0,116.85,0,0,FALSE
3,1,0,1,9,1,1,0,2,0.5,117,0,0,0,0.5,0,0,37,3,7,0,0,0,0,0,0,0,0,0,167.85,0,0,FALSE
6,0,3,12,24,13,3,9,3,1,118,0,0,0,0.270833333,0,0,18.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,1,0,17,11,15,15,2,5,2,57,0,0,0,0.166666667,0,0,8.5,2,3,0,0,0,0,0,0,0,0,0,175.85,0,0,FALSE
4,0,0,13,22,6,3,10,3,2,76,0,0,0,0.357142857,0,0,18,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,0,0,11,32,0,2,9,6,0.678571429,345,0.75,5,0,0.267857143,0,0,41.125,1.25,2,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
7,0,0,6,35,21,1,5,6,1,157,0,0,0,0.5,0,0,21.28571429,1.428571429,4,0,0,0,0,0,0,0,0,0,205.85,0,0,FALSE
3,0,0,5,6,0,0,5,1,0,25,1,0,0,0.666666667,0,0,7,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
25,1,0,6,45,262,2,4,23,0.902777778,301,1,1,0,0.36,0,0,10.56,1.36,6,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
48,0,0,35,110,602,7,31,35,0.771276596,1324,0.75,4,0,0.174679487,0,0,26.41666667,2.375,7,100,50,3,2,6,4,3,103,50,26.28,1,0,TRUE
11,0,1,16,38,19,3,13,8,0.857142857,364,0.714285714,2,0,0.25,0,0,31.45454545,1.090909091,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
12,0,0,76,27,66,71,9,11,2,208,0,0,0,0.2,0,0,16.33333333,1.25,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,4,23,10,0,4,3,0.75,94,0,0,0,0.4,0,0,17.6,1.2,2,0,0,0,0,0,0,0,0,0,115.71,0,0,FALSE
18,0,0,6,66,145,2,5,7,0.941176471,4535,0.125,0,0,0.272058824,0,0,250.5,1.222222222,4,0,0,0,0,0,0,0,0,0,163.28,0,0,FALSE
15,0,0,9,31,105,1,8,4,2,389,0,0,0,0.9,0,0,24.93333333,1.066666667,2,0,0,0,0,0,0,0,0,0,166.28,0,0,FALSE
7,0,0,13,35,9,0,13,5,2,147,0,0,0,0.265306122,0,0,20,4,22,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,5,6,2,5,0,3,1.038461538,459,0.153846154,8,0,0.5,0,0,85.6,1.6,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,3,19,0,1,2,3,0.25,99,1,0,0,0.555555556,0,0,30.66666667,1,1,3,3,0,0,10,10,1,3,3,10.85,1,0,FALSE
10,0,0,11,25,35,0,11,9,0.907407407,209,0.666666667,2,0,0.481481481,0,0,19.3,1.2,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
21,1,0,35,21,210,29,7,21,1.05,22,0,0,0,0.226190476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,16,19,4,0,16,4,2,200,0,0,0,0.288888889,0,0,39,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,1,0,6,50,15,3,4,6,2,781,0,0,0,0.333333333,0,0,129.1666667,3.833333333,12,0,0,0,0,0,0,0,0,0,225.28,0,0,FALSE
6,0,2,4,11,15,2,2,6,2,54,0,0,0,0.333333333,0,0,8,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
11,1,0,9,23,0,1,8,11,0.666666667,153,1,4,0,0.209090909,0,0,12.36363636,1.545454545,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
9,1,0,5,28,0,2,3,8,0.6875,377,0.916666667,2,0,0.311111111,0,0,39.55555556,1.555555556,5,0,0,0,0,0,0,0,0,0,114.71,0,0,FALSE
2,0,0,6,6,0,1,6,1,0,32,1,1,0,0.666666667,0,0,14.5,1,1,0,0,0,0,0,0,0,0,0,152.85,0,0,FALSE
11,1,0,9,19,0,7,3,11,0,130,0,1,0,0.522727273,0,0,10.72727273,1.363636364,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,1,0,49,7,21,47,4,7,1.166666667,10,0,0,0,0.742857143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
86,1,1,32,192,1571,14,18,35,0.902439024,3009,0.243902439,1,0,0.303921569,0,0,33.51162791,1.674418605,18,118,51,37,36,33,17.25,4,155,87,17.71,2,0,TRUE
3,0,0,7,10,3,1,6,3,2,41,0,0,0,0.523809524,0,0,12.66666667,1,1,0,0,0,0,0,0,0,0,0,213,0,0,FALSE
1,0,0,3,2,0,1,2,0,2,10,0,0,0,1,0,0,8,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,1,32,3,1,1,3,2,170,0,0,0,0.333333333,0,0,55.66666667,1,1,0,0,0,0,0,0,0,0,0,213.28,0,0,FALSE
10,1,0,16,18,45,16,0,7,1.111111111,147,1,0,0,0.171428571,0,0,13.3,1.2,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,7,26,10,1,6,3,1,121,0,0,0,0.4,0,0,23,1.2,2,0,0,0,0,0,0,0,0,0,144,0,0,FALSE
6,1,2,15,26,3,3,12,0,0.8,136,0.333333333,6,0,0.270833333,0,0,20.66666667,1,1,21,21,7,7,28,28,1,28,28,2.28,1,0,TRUE
5,0,0,5,16,0,1,4,2,0.5,87,1,0,0,0.533333333,0,0,16,1.2,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
4,0,0,16,6,6,7,9,3,2,13,0,0,0,0.357142857,0,0,2.25,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
6,1,0,7,6,15,5,2,6,2,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
17,1,0,15,72,50,1,14,12,0.776785714,772,1,1,0,0.210784314,0,0,44,2.176470588,8,17,8,2,2,8,4,3,19,10,10,2,0,TRUE
5,0,0,13,12,8,1,12,3,1,60,1,0,0,0.392857143,0,0,10.6,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,0,0,5,26,6,1,4,5,0.75,179,1,0,0,0.53125,0,0,20.875,2,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
3,1,0,58,3,3,57,1,3,2,3,0,0,0,0.555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
11,0,1,11,29,0,3,8,8,0.2,205,0,1,0,0.295454545,0,0,17.45454545,1.454545455,5,13,11,13,13,38,23.5,2,26,24,18.14,2,0,TRUE
11,1,0,13,11,55,8,5,11,2,11,0,0,0,0.272727273,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
52,0,0,70,238,948,11,61,35,0.945604048,1839,0.387096774,8,0,0.070266272,0,0,33.76923077,1.173076923,4,20,10,12,8,7,3.5,4,32,14,1,3,0,TRUE
3,0,0,6,14,1,1,5,1,1.166666667,244,0.333333333,0,0,0.5,0,0,79.33333333,4.333333333,11,0,0,0,0,0,0,0,0,0,175.71,0,0,FALSE
8,0,0,7,41,28,1,6,5,0.857142857,337,0,0,0,0.375,0,0,41,1.375,3,0,0,0,0,0,0,0,0,0,143.71,0,0,FALSE
22,0,0,34,41,179,20,16,22,0.888888889,225,1,3,0,0.151515152,0,0,8.818181818,1.363636364,5,153,99,5,2,25,13.4,5,158,100,25.71,2,0,TRUE
3,1,0,14,3,3,12,2,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
13,1,0,21,54,42,3,19,4,0.444444444,501,1,4,0,0.25,0,0,37.07692308,1,1,0,0,0,0,0,0,0,0,0,249.28,0,0,FALSE
3,1,0,4,16,3,2,2,2,2,55,0,0,0,0.555555556,0,0,17.33333333,1,1,0,0,0,0,0,0,0,0,0,118.85,0,0,FALSE
12,1,0,6,20,18,4,3,7,0.772727273,114,1,1,0,0.25,0,0,8,1.083333333,2,0,0,0,0,0,0,0,0,0,226.85,0,0,FALSE
70,0,10,40,155,0,32,14,2,0.903777619,7070,0.032786885,9,0,0.226613966,0,0,99.12857143,1.128571429,8,167,157,283,279,1,1,3,450,436,20,2,0,FALSE
8,1,0,13,8,28,13,0,8,2,8,0,0,0,0.375,0,0,0,1,1,0,0,0,0,0,0,0,0,0,221.14,0,0,FALSE
5,0,0,17,35,8,0,17,4,1.25,178,1,0,0,0.314285714,0,0,34.2,1.4,3,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
7,1,0,10,7,21,10,0,7,2,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,6,2,1,5,1,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
243,1,0,118,638,23379,8,118,145,0.973053195,13839,0.774647887,22,0,0.048019379,0,0,55.65843621,1.037037037,4,331,156,126,78,38,10.06,15,457,166,23,5,0,TRUE
2,0,0,8,10,1,0,8,2,2,28,0,0,0,0.5,0,0,13,1,1,0,0,0,0,0,0,0,0,0,185.14,0,0,FALSE
7,1,0,2,29,3,1,1,5,0.523809524,224,1,0,0,0.233333333,0,0,30,1.428571429,4,0,0,0,0,0,0,0,0,0,197,0,0,FALSE
2,0,0,4,6,1,1,3,2,2,17,0,0,0,1,0,0,7.5,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,4,0,7,15,0,2,6,7,0.392857143,108,1,2,0.901408451,0.267857143,2,3,12,1.375,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,1,0,2,29,10,1,2,3,2,248,0,0,0,0.32,0,0,48.6,1,1,90,84,37,35,6,5.5,2,127,119,21.42,1,0,TRUE
19,1,0,8,51,81,4,4,19,0.826388889,504,0.25,0,0,0.240601504,0,0,25.10526316,1.421052632,6,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
39,1,0,101,76,491,93,9,38,0.883458647,411,0.285714286,1,0,0.15497076,0,0,9.358974359,1.282051282,3,9,8,1,1,9,5,2,10,8,24.85,1,0,TRUE
11,0,0,14,27,11,3,11,11,0.7,198,0.833333333,1,0,0.148325359,0,0,16.45454545,1.090909091,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
16,1,0,69,16,120,63,6,16,1.066666667,22,0,0,0,0.348214286,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
40,0,2,33,99,348,3,31,27,0.906311637,1742,0.961538462,10,0,0.107954545,0,0,41.9,1.025,2,206,193,195,190,49,15,4,401,383,16.85,3,1,TRUE
10,1,0,47,10,45,41,6,10,1.111111111,27,0,0,0,0.255555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
10,1,0,5,32,0,1,4,6,0.396825397,180,0.857142857,1,0,0.388888889,0,0,16.3,2,4,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,2,1,3,12,0,2,1,7,0,41,1,1,0.6,0.342857143,1,2,4.714285714,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
2,1,0,2,13,1,0,2,2,2,66,0,0,0,0.5,0,0,32,1,1,0,0,0,0,0,0,0,0,0,227.28,0,0,FALSE
4,0,1,11,21,0,3,8,1,0.388888889,310,0.833333333,2,0,0.333333333,0,0,75,1,1,14,14,4,4,4,4,1,18,18,4.42,1,0,TRUE
7,1,0,19,21,3,7,12,4,0.5,140,1,1,0,0.523809524,0,0,18.71428571,1.428571429,4,0,0,0,0,0,0,0,0,0,220,0,0,FALSE
13,1,0,7,20,30,5,2,13,0.75,133,0,1,0,0.208791209,0,0,8.692307692,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
7,0,2,6,21,3,3,3,6,0.533333333,261,0.4,2,0,0.326530612,0,0,35.57142857,1.428571429,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
27,0,9,32,83,7,14,20,16,0.865384615,629,0.214285714,2,0,0.137362637,0,0,21.77777778,1.407407407,5,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
5,0,0,2,12,0,1,1,4,0,179,1,0,0,0.36,0,0,34.4,1,1,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
8,0,0,3,12,28,1,2,8,2,37,0,0,0,0.375,0,0,3.625,1,1,0,0,0,0,0,0,0,0,0,234.85,0,0,FALSE
4,3,0,3,13,2,1,2,2,0.666666667,57,1,1,0.962025316,0.4375,1,1,12.75,1.25,2,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
21,1,0,32,111,86,2,31,7,0.872222222,1268,1,10,0,0.19,0,0,58.0952381,1.523809524,4,11,11,3,3,1,1,1,14,14,17,1,0,TRUE
86,1,2,4,105,3655,2,4,82,0.98959276,534,0.076923077,1,0,0.054219949,0,0,4.906976744,1.127906977,2,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
4,1,0,1,13,0,1,0,3,0.333333333,65,1,0,0,0.333333333,0,0,15,1.5,2,0,0,0,0,0,0,0,0,0,197.14,0,0,FALSE
6,0,0,4,11,9,0,4,6,0.7,50,1,0,0,0.583333333,0,0,7,1.333333333,3,0,0,0,0,0,0,0,0,0,237.71,0,0,FALSE
30,1,0,10,51,377,10,0,27,0.835249042,1056,0.944444444,0,0,0.353448276,0,0,33.6,1.6,7,0,0,0,0,0,0,0,0,0,174,0,0,FALSE
4,2,0,4,15,0,1,4,3,0.222222222,103,1,1,0.625,0.45,2,2,24,1,1,0,0,0,0,0,0,0,0,0,170.14,0,0,FALSE
14,0,0,24,67,59,0,24,8,0.857142857,508,0.714285714,0,0,0.138095238,0,0,34.78571429,1.428571429,4,28,28,8,8,21,21,1,36,36,18.28,1,0,FALSE
